id,term,year,quarter,course_id,class_num,school,subject,catalog_num,section,title,instructor,start_time,end_time,meeting_days
126645,2015 Spring,2015,Spring,4665,37535,SPCH,THEATRE,366-0,27,Special Topics in History,Gina Marie Disalvo,12:30,13:50,TuTh
126665,2015 Spring,2015,Spring,4689,37565,SPCH,THEATRE,442-0,27,Theatre Practice,,,,
126666,2015 Spring,2015,Spring,4702,38575,SPCH,THEATRE,450-0,20,Topics in Stage Design,Marcus Bipin Doshi,08:00,10:50,Mo
126667,2015 Spring,2015,Spring,16593,37588,SPCH,THEATRE,462-1,20,Advanced Studies in Lighting Design,Marcus Bipin Doshi,10:00,13:50,We
128657,2015 Spring,2015,Spring,4713,39101,SPCH,THEATRE,546-0,1,Seminar-Studies in Theatre,Linda Roethke,14:30,16:20,Mo
126626,2015 Spring,2015,Spring,4614,37518,SPCH,THEATRE,341-3,24,Acting II: Analysis and Performance,David S Catlin,15:00,16:50,MoWe
126625,2015 Spring,2015,Spring,4614,37517,SPCH,THEATRE,341-3,23,Acting II: Analysis and Performance,Gail S Shapiro,09:00,10:50,TuTh
126627,2015 Spring,2015,Spring,4614,37519,SPCH,THEATRE,341-3,25,Acting II: Analysis and Performance,Aaron Todd Douglas,11:00,12:50,MoWe
126636,2015 Spring,2015,Spring,4643,37529,SPCH,THEATRE,352-2,21,Music Theatre Techniques,David Howard Bell,15:00,16:50,MoFr
126635,2015 Spring,2015,Spring,4643,37528,SPCH,THEATRE,352-2,20,Music Theatre Techniques,David Howard Bell,13:00,14:50,MoFr
126637,2015 Spring,2015,Spring,18571,37594,SPCH,THEATRE,356-4,20,Drawing & Painting for the Theatre: Drafting,Todd A Rosenthal,08:00,09:50,WeFr
126638,2015 Spring,2015,Spring,4654,37530,SPCH,THEATRE,360-0,20,Problems in Stagecraft,Laura J. Schellhardt,15:00,17:50,We
126639,2015 Spring,2015,Spring,4660,37532,SPCH,THEATRE,364-2,20,Period Pattern Drafting and Draping,Pamela Brailey,09:00,11:50,Tu
126640,2015 Spring,2015,Spring,4664,38571,SPCH,THEATRE,365-2,20,American Theatre and Drama,Roxane H Heinze-Bradshaw,10:00,11:20,TuTh
126642,2015 Spring,2015,Spring,4664,38656,SPCH,THEATRE,365-2,22,American Theatre and Drama,Roxane H Heinze-Bradshaw,11:00,12:20,MoWe
126644,2015 Spring,2015,Spring,4665,37534,SPCH,THEATRE,366-0,26,Special Topics in History,Roxane H Heinze-Bradshaw,10:00,11:20,TuTh
126643,2015 Spring,2015,Spring,4665,37533,SPCH,THEATRE,366-0,20,Special Topics in History,Aileen Kaye Robinson,15:00,16:20,TuTh
126646,2015 Spring,2015,Spring,4666,38570,SPCH,THEATRE,367-0,20,Music Theatre History,Matthew Alan Hawkins,15:30,16:50,TuTh
126647,2015 Spring,2015,Spring,4677,37536,SPCH,THEATRE,380-0,20,Internship in Theatre Practice,Barbara A Butts,,,
126655,2015 Spring,2015,Spring,4680,38222,SPCH,THEATRE,402-0,20,Graduate Colloquium,Rebecca C. Gilman,18:00,20:50,Mo
126656,2015 Spring,2015,Spring,16541,37586,SPCH,THEATRE,420-1,20,Collaboration: American Realism,William Wallace Spangler,08:00,10:50,Mo
126657,2015 Spring,2015,Spring,16543,37587,SPCH,THEATRE,420-3,20,Collaboration: Shakespeare in the 21st Century,Linda Roethke,11:00,13:50,Mo
126660,2015 Spring,2015,Spring,4689,37560,SPCH,THEATRE,442-0,22,Theatre Practice,,,,
126661,2015 Spring,2015,Spring,4689,37561,SPCH,THEATRE,442-0,23,Theatre Practice,Barbara A Butts,,,
126662,2015 Spring,2015,Spring,4689,37562,SPCH,THEATRE,442-0,24,Theatre Practice,,,,
126663,2015 Spring,2015,Spring,4689,37563,SPCH,THEATRE,442-0,25,Theatre Practice,,,,
126664,2015 Spring,2015,Spring,4689,37564,SPCH,THEATRE,442-0,26,Theatre Practice,Anna D Shapiro,14:00,16:50,Mo
126658,2015 Spring,2015,Spring,4689,37558,SPCH,THEATRE,442-0,20,Theatre Practice,,,,
126659,2015 Spring,2015,Spring,4689,37559,SPCH,THEATRE,442-0,21,Theatre Practice,Michael P Rohd,09:00,11:50,Tu
126668,2015 Spring,2015,Spring,16595,37589,SPCH,THEATRE,463-1,20,Advanced Studies in Scenic Design,William Wallace Spangler,10:00,23:50,We
126669,2015 Spring,2015,Spring,16597,37590,SPCH,THEATRE,464-1,20,Advanced Studies in Costume Design,Linda Roethke,10:00,13:50,We
126537,2015 Spring,2015,Spring,18707,35731,SPCH,PERF_ST,509-0,20,Performance & Pedagogy,Joshua Takano Chambers-Letson,14:00,16:50,Th
126538,2015 Spring,2015,Spring,4187,35732,SPCH,PERF_ST,515-0,20,Seminar: Problems in Performance Studies,Joshua Takano Chambers-Letson,14:00,16:50,Tu
126541,2015 Spring,2015,Spring,18263,33223,SPCH,RTVF,190-0,21,Media Construction,Michael Solomon Attie,10:00,11:50,TuTh
125533,2015 Spring,2015,Spring,19027,38390,UC,RTVF,190-CN,64,Media Construction,David Brian Lynch,18:15,21:15,Tu
126545,2015 Spring,2015,Spring,15210,33219,SPCH,RTVF,260-0,22,Foundations of Screenwriting,Mariana Tesch Morgon,09:00,11:50,We
126549,2015 Spring,2015,Spring,4358,38616,SPCH,RTVF,326-0,20,Film & TV Criticism,Miriam B White,12:00,13:50,MoWe
126555,2015 Spring,2015,Spring,4373,33220,SPCH,RTVF,360-0,23,Topics in Media Writing,Thomas Lamar Bradshaw,12:00,14:50,Mo
126553,2015 Spring,2015,Spring,4373,33204,SPCH,RTVF,360-0,21,Topics in Media Writing,Brett Louis Neveu,12:00,14:50,Tu
126558,2015 Spring,2015,Spring,4373,38610,SPCH,RTVF,360-0,26,Topics in Media Writing,,15:00,17:50,Tu
126552,2015 Spring,2015,Spring,4373,33234,SPCH,RTVF,360-0,20,Topics in Media Writing,Geoffrey L Tarson,12:00,14:50,We
126568,2015 Spring,2015,Spring,4375,38611,SPCH,RTVF,379-0,28,Topics in Film/Video/Audio Production,Stephen Daniel Cone,12:00,14:50,Th
126566,2015 Spring,2015,Spring,4375,33249,SPCH,RTVF,379-0,26,Topics in Film/Video/Audio Production,Jeff Clayton Brown,15:00,16:50,TuTh
126560,2015 Spring,2015,Spring,4375,33187,SPCH,RTVF,379-0,20,Topics in Film/Video/Audio Production,Laura Kipnis,10:00,12:50,Th
126561,2015 Spring,2015,Spring,4375,33205,SPCH,RTVF,379-0,21,Topics in Film/Video/Audio Production,Laura Kipnis,15:00,18:00,Th
126562,2015 Spring,2015,Spring,4375,33209,SPCH,RTVF,379-0,22,Topics in Film/Video/Audio Production,Erik Steven Gernand,09:00,11:50,We
126567,2015 Spring,2015,Spring,4375,33232,SPCH,RTVF,379-0,27,Topics in Film/Video/Audio Production,Jeff Clayton Brown,10:00,11:50,TuTh
126564,2015 Spring,2015,Spring,4375,33221,SPCH,RTVF,379-0,24,Topics in Film/Video/Audio Production,Kyle Richard Henry,12:00,14:50,We
126565,2015 Spring,2015,Spring,4375,33231,SPCH,RTVF,379-0,25,Topics in Film/Video/Audio Production,Anna Bass,15:00,17:50,Mo
128634,2015 Spring,2015,Spring,4375,39035,SPCH,RTVF,379-0,29,Topics in Film/Video/Audio Production,Stephen Daniel Cone,12:00,14:50,Mo
126569,2015 Spring,2015,Spring,4376,33186,SPCH,RTVF,380-0,20,Lighting and Cinematography,Michael Solomon Attie,13:00,14:50,Tu
126570,2015 Spring,2015,Spring,4378,38613,SPCH,RTVF,384-0,20,Advanced Audio Production,Anna Bass,12:00,14:50,Mo
126571,2015 Spring,2015,Spring,16645,33254,SPCH,RTVF,395-0,20,Computer Animation: 3D,Michael A Vila,13:00,14:50,MoWe
126573,2015 Spring,2015,Spring,4389,38617,SPCH,RTVF,403-0,20,Media and Cultural Theory,Lynn B Spigel,12:00,14:50,Tu
126574,2015 Spring,2015,Spring,19821,38618,SPCH,RTVF,413-0,20,Cultural History of New Media,Ariel Rebecca Rogers,09:30,12:20,Th
126575,2015 Spring,2015,Spring,4402,33172,SPCH,RTVF,464-0,20,Advanced Media Writing,Rebecca C. Gilman,18:00,20:50,Mo
128681,2015 Spring,2015,Spring,4408,39174,SPCH,RTVF,479-0,21,Seminar: Studies in Film and Video Prod,Debra K Tolchinsky,15:00,17:50,Tu
126577,2015 Spring,2015,Spring,18971,33222,SPCH,RTVF,502-0,20,Writing Practicum,Hamid Naficy,13:00,16:50,Th
126579,2015 Spring,2015,Spring,17511,33233,SPCH,RTVF,563-0,20,Writing the TV Episode,Geoffrey L Tarson,15:00,17:50,Tu
126580,2015 Spring,2015,Spring,18132,33207,SPCH,RTVF,566-0,20,Full-length Project III,Brett Louis Neveu,15:00,17:50,We
126581,2015 Spring,2015,Spring,14366,38620,SPCH,RTVF,575-0,20,MFA Thesis Seminar,Debra K Tolchinsky,15:00,17:50,Tu
126583,2015 Spring,2015,Spring,4412,33251,SPCH,RTVF,584-0,21,Research Seminar,,,,
126582,2015 Spring,2015,Spring,4412,33240,SPCH,RTVF,584-0,20,Research Seminar,,,,
126588,2015 Spring,2015,Spring,4571,37493,SPCH,THEATRE,119-0,28,Production Laboratory,Barbara A Butts,17:30,23:59,MoTuWeThFrSaSu
126585,2015 Spring,2015,Spring,4571,38645,SPCH,THEATRE,119-0,23,Production Laboratory,Susan A Lee,17:30,23:50,MoTuWeThFrSa
126587,2015 Spring,2015,Spring,4571,37492,SPCH,THEATRE,119-0,27,Production Laboratory,Barbara A Butts,14:00,17:00,TuTh
126586,2015 Spring,2015,Spring,4571,37491,SPCH,THEATRE,119-0,26,Production Laboratory,Barbara A Butts,14:00,16:50,WeFr
126592,2015 Spring,2015,Spring,4577,37497,SPCH,THEATRE,140-3,20,Production in Context,Barbara A Butts,14:00,16:50,WeFr
126593,2015 Spring,2015,Spring,4577,37498,SPCH,THEATRE,140-3,21,Production in Context,Barbara A Butts,14:00,16:50,TuTh
126594,2015 Spring,2015,Spring,4581,37499,SPCH,THEATRE,143-0,20,Acting: Basic Techniques,Shawn T Douglass,09:30,10:50,MoWe
126595,2015 Spring,2015,Spring,4581,38646,SPCH,THEATRE,143-0,21,Acting: Basic Techniques,Shawn T Douglass,09:30,10:50,TuTh
126596,2015 Spring,2015,Spring,17459,37591,SPCH,THEATRE,201-0,20,Introduction to Theatre Design,Sarah Kathleen Hughey,10:00,11:50,Fr
126598,2015 Spring,2015,Spring,20324,37596,SPCH,THEATRE,202-0,21,Intermediate Voice,Kelli Nichol Morgan,,,
126599,2015 Spring,2015,Spring,20324,38647,SPCH,THEATRE,202-0,22,Intermediate Voice,Melissa Louise Foster,,,
126597,2015 Spring,2015,Spring,20324,37595,SPCH,THEATRE,202-0,20,Intermediate Voice,Melissa Louise Foster,,,
126600,2015 Spring,2015,Spring,4592,37500,SPCH,THEATRE,241-1,20,Design Process: Scene Design I,Lauren Ashley Nigri,12:00,13:50,TuTh
126601,2015 Spring,2015,Spring,4593,37501,SPCH,THEATRE,241-2,20,Design Process: Costume Design I,Stephanie Cluggish,12:00,13:50,MoWe
126602,2015 Spring,2015,Spring,4594,37502,SPCH,THEATRE,241-3,20,Design Process: Lighting Design I,Jessica Rose Harpenau,10:00,11:50,TuTh
126603,2015 Spring,2015,Spring,4595,37503,SPCH,THEATRE,242-0,20,Stage Makeup,Caitlin Rebecca McLeod,14:00,16:50,Fr
126606,2015 Spring,2015,Spring,4599,37507,SPCH,THEATRE,243-3,23,Acting I: Principles of Characterization,Mary Margaret Poole,13:00,13:50,MoTuWeTh
126608,2015 Spring,2015,Spring,4601,37510,SPCH,THEATRE,244-2,20,The Development of Contemporary Theatre,Jessica Marie Hinds-Bond,08:30,09:50,MoWe
126609,2015 Spring,2015,Spring,16531,37584,SPCH,THEATRE,260-0,20,Fundamentals of Stage Directing,Jerrell Lamont Henderson,14:00,16:50,Tu
126610,2015 Spring,2015,Spring,20325,37597,SPCH,THEATRE,262-0,20,Musicianship for Actors,Ryan T Nelson,16:00,17:20,TuTh
126612,2015 Spring,2015,Spring,17242,38649,SPCH,THEATRE,272-0,21,Special Topics in Music Theatre,Amanda R Dehnert,11:00,12:50,Fr
126611,2015 Spring,2015,Spring,17242,38648,SPCH,THEATRE,272-0,20,Special Topics in Music Theatre,Amanda R Dehnert,15:00,18:00,Fr
126614,2015 Spring,2015,Spring,20326,37599,SPCH,THEATRE,302-0,21,Advanced Voice,Kelli Nichol Morgan,,,
126613,2015 Spring,2015,Spring,20326,37598,SPCH,THEATRE,302-0,20,Advanced Voice,Melissa Louise Foster,,,
126615,2015 Spring,2015,Spring,4605,38650,SPCH,THEATRE,310-0,20,Advanced Voice Styles,Linda H. Gates,15:00,16:50,TuTh
126617,2015 Spring,2015,Spring,15725,38220,SPCH,THEATRE,312-1,21,The Art of Storytelling I,Rives B Collins,13:00,14:50,TuTh
126616,2015 Spring,2015,Spring,15725,37582,SPCH,THEATRE,312-1,20,The Art of Storytelling I,Lynn Thompson Kelso,11:00,12:50,TuTh
125540,2015 Spring,2015,Spring,16554,38403,UC,THEATRE,312-A,64,The Art of Storytelling,Rives B Collins,18:15,21:15,Tu
126618,2015 Spring,2015,Spring,12064,35728,SPCH,THEATRE,330-0,20,Special Topics,Mary Alice Zimmerman,11:00,13:50,Fr
126620,2015 Spring,2015,Spring,12064,38655,SPCH,THEATRE,330-0,22,Special Topics,William Lewis Siegenfeld,16:30,17:50,MoWe
126619,2015 Spring,2015,Spring,12064,38654,SPCH,THEATRE,330-0,21,Special Topics,Matthew Alan Hawkins,11:00,12:50,MoFr
126621,2015 Spring,2015,Spring,20799,37600,SPCH,THEATRE,336-0,20,Playwriting II Genres,Philip E Dawkins,12:00,14:50,We
126623,2015 Spring,2015,Spring,4614,37515,SPCH,THEATRE,341-3,21,Acting II: Analysis and Performance,Dawn A Mora,11:00,12:50,TuTh
126624,2015 Spring,2015,Spring,4614,37516,SPCH,THEATRE,341-3,22,Acting II: Analysis and Performance,Sandra U Marquez,13:00,14:50,TuTh
126622,2015 Spring,2015,Spring,4614,37514,SPCH,THEATRE,341-3,20,Acting II: Analysis and Performance,Henry Dominic Godinez,15:00,16:50,MoWe
126628,2015 Spring,2015,Spring,4629,37521,SPCH,THEATRE,346-3,20,Playwriting,Laura J. Schellhardt,15:00,17:50,Mo
126629,2015 Spring,2015,Spring,4633,37522,SPCH,THEATRE,348-2,20,Advanced Creative Drama,Rives B Collins,16:00,17:50,MoWe
126630,2015 Spring,2015,Spring,4636,37523,SPCH,THEATRE,349-3,20,Acting III: Problems in Style,Mary Margaret Poole,14:00,14:50,MoTuWeTh
126634,2015 Spring,2015,Spring,4636,37527,SPCH,THEATRE,349-3,24,Acting III: Problems in Style,Cynthia Lynn Gold,13:00,14:50,MoWe
126633,2015 Spring,2015,Spring,4636,37526,SPCH,THEATRE,349-3,23,Acting III: Problems in Style,Aaron Todd Douglas,11:00,12:50,TuTh
126632,2015 Spring,2015,Spring,4636,37525,SPCH,THEATRE,349-3,22,Acting III: Problems in Style,David S Catlin,09:00,10:50,TuTh
126631,2015 Spring,2015,Spring,4636,37524,SPCH,THEATRE,349-3,21,Acting III: Problems in Style,Gail S Shapiro,09:00,10:50,MoWe
126641,2015 Spring,2015,Spring,4664,35576,SPCH,THEATRE,365-2,21,American Theatre and Drama,Elizabeth Won-Kyung Son,14:00,15:20,MoWe
128636,2015 Spring,2015,Spring,4665,39047,SPCH,THEATRE,366-0,23,Special Topics in History,Charles C Harmon,10:30,11:50,TuTh
126653,2015 Spring,2015,Spring,4677,37542,SPCH,THEATRE,380-0,26,Internship in Theatre Practice,,,,
125099,2015 Spring,2015,Spring,4110,32221,MUSIC,VOICE,480-0,30,MM Recital,Nancy J Gustafson,,,
128677,2015 Spring,2015,Spring,20036,39184,MUSIC,VOICE,490-0,24,Studio Class,Theresa A Hansen,11:30,12:30,Fr
125102,2015 Spring,2015,Spring,20036,32424,MUSIC,VOICE,490-0,23,Studio Class,William Stephen Smith,17:00,18:30,Th
125101,2015 Spring,2015,Spring,20036,32423,MUSIC,VOICE,490-0,22,Studio Class,Pamela J Hinchman,12:00,13:00,Th
125100,2015 Spring,2015,Spring,20036,32420,MUSIC,VOICE,490-0,21,Studio Class,Theresa A Hansen,14:00,14:50,Tu
125104,2015 Spring,2015,Spring,18695,32199,MUSIC,VOICE,493-0,21,Repertoire Studies,Alan T Darling,09:00,10:50,Th
128593,2015 Spring,2015,Spring,18695,32200,MUSIC,VOICE,493-0,22,Repertoire Studies,Sunny J Hall,09:00,10:50,Tu
125103,2015 Spring,2015,Spring,18695,32198,MUSIC,VOICE,493-0,20,Repertoire Studies,Richard L Boldrey,09:00,10:50,We
125105,2015 Spring,2015,Spring,4112,31985,MUSIC,VOICE,510-0,21,Applied Voice for Music Majors,William Stephen Smith,,,
125112,2015 Spring,2015,Spring,4112,31991,MUSIC,VOICE,510-0,30,Applied Voice for Music Majors,Nancy J Gustafson,,,
125110,2015 Spring,2015,Spring,4112,31989,MUSIC,VOICE,510-0,28,Applied Voice for Music Majors,Pamela J Hinchman,,,
125108,2015 Spring,2015,Spring,4112,31987,MUSIC,VOICE,510-0,26,Applied Voice for Music Majors,Kurt R Hansen,,,
125107,2015 Spring,2015,Spring,4112,31986,MUSIC,VOICE,510-0,25,Applied Voice for Music Majors,Karen A Brunssen,,,
125106,2015 Spring,2015,Spring,4112,32444,MUSIC,VOICE,510-0,24,Applied Voice for Music Majors,,,,
125109,2015 Spring,2015,Spring,4112,31988,MUSIC,VOICE,510-0,27,Applied Voice for Music Majors,Theresa A Hansen,,,
125111,2015 Spring,2015,Spring,4112,31990,MUSIC,VOICE,510-0,29,Applied Voice for Music Majors,Sunny J Hall,,,
125113,2015 Spring,2015,Spring,4114,31992,MUSIC,VOICE,580-0,20,DMA Recital,Donna Su,,,
125114,2015 Spring,2015,Spring,4115,38703,MUSIC,VOICE,585-0,20,DMA Lecture Recital,Donna Su,,,
125115,2015 Spring,2015,Spring,4115,38704,MUSIC,VOICE,585-0,21,DMA Lecture Recital,Donna Su,,,
125116,2015 Spring,2015,Spring,4117,31993,MUSIC,VOICE,595-0,20,DMA Research Document,Donna Su,,,
125117,2015 Spring,2015,Spring,3973,31843,MUSIC,WIND_PER,111-0,21,Applied Flute for Music Majors,John W Thorne,,,
125118,2015 Spring,2015,Spring,3973,31844,MUSIC,WIND_PER,111-0,22,Applied Flute for Music Majors,Richard K Graef,,,
125121,2015 Spring,2015,Spring,3974,32039,MUSIC,WIND_PER,112-0,23,Applied Oboe for Music Majors,Robert E Morgan,,,
125120,2015 Spring,2015,Spring,3974,31846,MUSIC,WIND_PER,112-0,22,Applied Oboe for Music Majors,Michael L Henoch,,,
125119,2015 Spring,2015,Spring,3974,31845,MUSIC,WIND_PER,112-0,21,Applied Oboe for Music Majors,Scott A Hostetler,,,
125124,2015 Spring,2015,Spring,3975,31849,MUSIC,WIND_PER,113-0,23,Applied Clarinet for Music Majors,J Lawrie Bloom,,,
125122,2015 Spring,2015,Spring,3975,31847,MUSIC,WIND_PER,113-0,21,Applied Clarinet for Music Majors,Steven H Cohen,,,
125123,2015 Spring,2015,Spring,3975,31848,MUSIC,WIND_PER,113-0,22,Applied Clarinet for Music Majors,Leslie A Grimm,,,
125125,2015 Spring,2015,Spring,3976,31850,MUSIC,WIND_PER,114-0,20,Applied Saxophone for Music Majors,Timothy Patrick McAllister,,,
125126,2015 Spring,2015,Spring,3977,31851,MUSIC,WIND_PER,115-0,21,Applied Bassoon for Music Majors,David Edward McGill,,,
125128,2015 Spring,2015,Spring,3978,31853,MUSIC,WIND_PER,121-0,22,Applied Trumpet for Music Majors,Channing P Philbrick,,,
125127,2015 Spring,2015,Spring,3978,31852,MUSIC,WIND_PER,121-0,21,Applied Trumpet for Music Majors,Robert James Sullivan,,,
125129,2015 Spring,2015,Spring,3979,31854,MUSIC,WIND_PER,122-0,21,Applied French Horn for Music Majors,Gail Marie Williams,,,
125130,2015 Spring,2015,Spring,3980,31855,MUSIC,WIND_PER,123-0,20,Applied Euphonium for Music Majors,Rex A Martin,,,
125131,2015 Spring,2015,Spring,3981,31856,MUSIC,WIND_PER,124-0,21,Applied Trombone for Music Majors,Michael John Mulcahy,,,
125132,2015 Spring,2015,Spring,3982,31857,MUSIC,WIND_PER,125-0,20,Applied Tuba for Music Majors,Rex A Martin,,,
125133,2015 Spring,2015,Spring,3983,31858,MUSIC,WIND_PER,131-0,20,Applied Percussion for Music Majors,Hsin-Yi Wu,,,
125135,2015 Spring,2015,Spring,3984,31860,MUSIC,WIND_PER,211-0,22,Applied Flute for Music Majors,Richard K Graef,,,
125134,2015 Spring,2015,Spring,3984,31859,MUSIC,WIND_PER,211-0,21,Applied Flute for Music Majors,John W Thorne,,,
125138,2015 Spring,2015,Spring,3985,32040,MUSIC,WIND_PER,212-0,23,Applied Oboe for Music Majors,Robert E Morgan,,,
125136,2015 Spring,2015,Spring,3985,31861,MUSIC,WIND_PER,212-0,21,Applied Oboe for Music Majors,Scott A Hostetler,,,
125137,2015 Spring,2015,Spring,3985,31862,MUSIC,WIND_PER,212-0,22,Applied Oboe for Music Majors,Michael L Henoch,,,
125141,2015 Spring,2015,Spring,3986,31865,MUSIC,WIND_PER,213-0,23,Applied Clarinet for Music Majors,J Lawrie Bloom,,,
125139,2015 Spring,2015,Spring,3986,31863,MUSIC,WIND_PER,213-0,21,Applied Clarinet for Music Majors,Steven H Cohen,,,
125140,2015 Spring,2015,Spring,3986,31864,MUSIC,WIND_PER,213-0,22,Applied Clarinet for Music Majors,Leslie A Grimm,,,
125142,2015 Spring,2015,Spring,3987,31866,MUSIC,WIND_PER,214-0,20,Applied Saxophone for Music Majors,Timothy Patrick McAllister,,,
125143,2015 Spring,2015,Spring,3988,31867,MUSIC,WIND_PER,215-0,21,Applied Bassoon for Music Majors,David Edward McGill,,,
125144,2015 Spring,2015,Spring,3989,31868,MUSIC,WIND_PER,221-0,21,Applied Trumpet for Music Majors,Robert James Sullivan,,,
125145,2015 Spring,2015,Spring,3989,31869,MUSIC,WIND_PER,221-0,22,Applied Trumpet for Music Majors,Channing P Philbrick,,,
125146,2015 Spring,2015,Spring,3990,31870,MUSIC,WIND_PER,222-0,21,Applied French Horn for Music Majors,Gail Marie Williams,,,
125147,2015 Spring,2015,Spring,3991,31871,MUSIC,WIND_PER,223-0,20,Applied Euphonium for Music Majors,Rex A Martin,,,
125148,2015 Spring,2015,Spring,3992,31872,MUSIC,WIND_PER,224-0,21,Applied Trombone for Music Majors,Michael John Mulcahy,,,
125149,2015 Spring,2015,Spring,3993,31873,MUSIC,WIND_PER,225-0,20,Applied Tuba for Music Majors,Rex A Martin,,,
125150,2015 Spring,2015,Spring,3994,31874,MUSIC,WIND_PER,231-0,20,Applied Percussion for Music Majors,Hsin-Yi Wu,,,
128654,2015 Spring,2015,Spring,21561,39107,MUSIC,WIND_PER,302-0,22,Warm-Up Class,Gail Marie Williams,08:00,08:50,Th
128652,2015 Spring,2015,Spring,21561,39105,MUSIC,WIND_PER,302-0,20,Warm-Up Class,Robert James Sullivan,08:00,08:50,Tu
128653,2015 Spring,2015,Spring,21561,39106,MUSIC,WIND_PER,302-0,21,Warm-Up Class,Gail Marie Williams,08:00,08:50,Mo
125162,2015 Spring,2015,Spring,18276,32356,MUSIC,WIND_PER,305-0,32,Optional Recital,,,,
125151,2015 Spring,2015,Spring,18276,32155,MUSIC,WIND_PER,305-0,20,Optional Recital,Steven H Cohen,,,
125152,2015 Spring,2015,Spring,18276,32345,MUSIC,WIND_PER,305-0,21,Optional Recital,John W Thorne,,,
125153,2015 Spring,2015,Spring,18276,32346,MUSIC,WIND_PER,305-0,22,Optional Recital,Richard K Graef,,,
125154,2015 Spring,2015,Spring,18276,32347,MUSIC,WIND_PER,305-0,23,Optional Recital,Scott A Hostetler,,,
125155,2015 Spring,2015,Spring,18276,32348,MUSIC,WIND_PER,305-0,24,Optional Recital,Michael L Henoch,,,
125156,2015 Spring,2015,Spring,18276,32349,MUSIC,WIND_PER,305-0,25,Optional Recital,Robert E Morgan,,,
125158,2015 Spring,2015,Spring,18276,32351,MUSIC,WIND_PER,305-0,27,Optional Recital,J Lawrie Bloom,,,
125159,2015 Spring,2015,Spring,18276,32352,MUSIC,WIND_PER,305-0,28,Optional Recital,Timothy Patrick McAllister,,,
125160,2015 Spring,2015,Spring,18276,32353,MUSIC,WIND_PER,305-0,29,Optional Recital,David Edward McGill,,,
125161,2015 Spring,2015,Spring,18276,32355,MUSIC,WIND_PER,305-0,31,Optional Recital,Robert James Sullivan,,,
125163,2015 Spring,2015,Spring,18276,32357,MUSIC,WIND_PER,305-0,33,Optional Recital,Gail Marie Williams,,,
125164,2015 Spring,2015,Spring,18276,32358,MUSIC,WIND_PER,305-0,34,Optional Recital,Rex A Martin,,,
125165,2015 Spring,2015,Spring,18276,32359,MUSIC,WIND_PER,305-0,35,Optional Recital,Michael John Mulcahy,,,
125166,2015 Spring,2015,Spring,18276,32360,MUSIC,WIND_PER,305-0,36,Optional Recital,Hsin-Yi Wu,,,
125157,2015 Spring,2015,Spring,18276,32350,MUSIC,WIND_PER,305-0,26,Optional Recital,Leslie A Grimm,,,
125168,2015 Spring,2015,Spring,3995,31876,MUSIC,WIND_PER,311-0,22,Applied Flute for Music Majors,Richard K Graef,,,
125167,2015 Spring,2015,Spring,3995,31875,MUSIC,WIND_PER,311-0,21,Applied Flute for Music Majors,John W Thorne,,,
125171,2015 Spring,2015,Spring,3996,32041,MUSIC,WIND_PER,312-0,23,Applied Oboe for Music Majors,Robert E Morgan,,,
125169,2015 Spring,2015,Spring,3996,31877,MUSIC,WIND_PER,312-0,21,Applied Oboe for Music Majors,Scott A Hostetler,,,
125170,2015 Spring,2015,Spring,3996,31878,MUSIC,WIND_PER,312-0,22,Applied Oboe for Music Majors,Michael L Henoch,,,
125174,2015 Spring,2015,Spring,3997,31881,MUSIC,WIND_PER,313-0,23,Applied Clarinet for Music Majors,J Lawrie Bloom,,,
125172,2015 Spring,2015,Spring,3997,31879,MUSIC,WIND_PER,313-0,21,Applied Clarinet for Music Majors,Steven H Cohen,,,
125173,2015 Spring,2015,Spring,3997,31880,MUSIC,WIND_PER,313-0,22,Applied Clarinet for Music Majors,Leslie A Grimm,,,
125175,2015 Spring,2015,Spring,3998,31882,MUSIC,WIND_PER,314-0,20,Applied Saxophone for Music Majors,Timothy Patrick McAllister,,,
125176,2015 Spring,2015,Spring,3999,31883,MUSIC,WIND_PER,315-0,21,Applied Bassoon for Music Majors,David Edward McGill,,,
125177,2015 Spring,2015,Spring,4000,31884,MUSIC,WIND_PER,321-0,21,Applied Trumpet for Music Majors,Robert James Sullivan,,,
125178,2015 Spring,2015,Spring,4000,31885,MUSIC,WIND_PER,321-0,22,Applied Trumpet for Music Majors,Channing P Philbrick,,,
125179,2015 Spring,2015,Spring,4001,31886,MUSIC,WIND_PER,322-0,21,Applied French Horn for Music Majors,Gail Marie Williams,,,
125180,2015 Spring,2015,Spring,4002,31887,MUSIC,WIND_PER,323-0,20,Applied Euphonium for Music Majors,Rex A Martin,,,
125181,2015 Spring,2015,Spring,4003,31888,MUSIC,WIND_PER,324-0,21,Applied Trombone for Music Majors,Michael John Mulcahy,,,
125182,2015 Spring,2015,Spring,4004,31889,MUSIC,WIND_PER,325-0,20,Applied Tuba for Music Majors,Rex A Martin,,,
125183,2015 Spring,2015,Spring,4005,31890,MUSIC,WIND_PER,331-0,20,Applied Percussion for Music Majors,Hsin-Yi Wu,,,
125184,2015 Spring,2015,Spring,4020,32516,MUSIC,WIND_PER,357-0,20,Reed Making,Leslie A Grimm,16:30,17:30,Tu
125185,2015 Spring,2015,Spring,4020,32296,MUSIC,WIND_PER,357-0,21,Reed Making,Robert E Morgan,16:15,17:15,Tu
