id,term,year,quarter,course_id,class_num,school,subject,catalog_num,section,title,instructor,start_time,end_time,meeting_days
128693,2015 Spring,2015,Spring,20478,39180,WCAS,BIOL_SCI,218-GW,05,GSW Biological Sciences 218-0 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,We
128692,2015 Spring,2015,Spring,20478,39179,WCAS,BIOL_SCI,218-GW,04,GSW Biological Sciences 218-0 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,Tu
128691,2015 Spring,2015,Spring,20478,39178,WCAS,BIOL_SCI,218-GW,03,GSW Biological Sciences 218-0 Advanced Conceptual Workshop,Andrew Michael French,17:00,19:00,Th
128690,2015 Spring,2015,Spring,20478,39177,WCAS,BIOL_SCI,218-GW,02,GSW Biological Sciences 218-0 Advanced Conceptual Workshop,Andrew Michael French,18:00,20:00,We
128689,2015 Spring,2015,Spring,20478,39176,WCAS,BIOL_SCI,218-GW,01,GSW Biological Sciences 218-0 Advanced Conceptual Workshop,Andrew Michael French,15:00,17:00,Tu
127020,2015 Spring,2015,Spring,19890,37185,WCAS,BIOL_SCI,222-0,60,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Mo
127026,2015 Spring,2015,Spring,19890,37191,WCAS,BIOL_SCI,222-0,67,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Th
127031,2015 Spring,2015,Spring,19890,37196,WCAS,BIOL_SCI,222-0,73,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Fr
127030,2015 Spring,2015,Spring,19890,37195,WCAS,BIOL_SCI,222-0,72,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Fr
127029,2015 Spring,2015,Spring,19890,37194,WCAS,BIOL_SCI,222-0,71,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Fr
127028,2015 Spring,2015,Spring,19890,37193,WCAS,BIOL_SCI,222-0,70,Physiological Processes Laboratory,John C Mordacq,13:00,15:50,Th
127025,2015 Spring,2015,Spring,19890,37190,WCAS,BIOL_SCI,222-0,66,Physiological Processes Laboratory,John C Mordacq,13:00,15:50,Tu
127027,2015 Spring,2015,Spring,19890,37192,WCAS,BIOL_SCI,222-0,68,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Th
127024,2015 Spring,2015,Spring,19890,37189,WCAS,BIOL_SCI,222-0,64,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Tu
127023,2015 Spring,2015,Spring,19890,37188,WCAS,BIOL_SCI,222-0,63,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Tu
127022,2015 Spring,2015,Spring,19890,37187,WCAS,BIOL_SCI,222-0,62,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Mo
127021,2015 Spring,2015,Spring,19890,37186,WCAS,BIOL_SCI,222-0,61,Physiological Processes Laboratory,Tracy M Hodgson,13:00,15:50,Mo
125339,2015 Spring,2015,Spring,20453,38291,UC,BIOL_SCI,222-CN,100,Physiological Processes Laboratory,Pamela Monahan,14:00,18:00,Sa
127032,2015 Spring,2015,Spring,1388,37158,WCAS,BIOL_SCI,240-0,1,Molecular and Cell Biology for ISP,Laura Lynn Lackner,15:00,15:50,MoWeFr
127033,2015 Spring,2015,Spring,1392,37159,WCAS,BIOL_SCI,304-0,20,Developmental Neurobiology,Jianhua Cang,09:30,10:50,TuTh
125340,2015 Spring,2015,Spring,6081,38292,UC,BIOL_SCI,313-CN,15,Human Anatomy,Vivian E Noble,18:15,21:15,We
127034,2015 Spring,2015,Spring,17428,37173,WCAS,BIOL_SCI,316-0,20,Spring Flora,Nyree J C Zerega,09:00,12:30,We
128614,2015 Spring,2015,Spring,21553,38998,UC,BIOL_SCI,317-CN,14,Regional Human Anatomy Lab,Michael S Mutehart,18:15,21:15,Tu
127035,2015 Spring,2015,Spring,1403,37160,WCAS,BIOL_SCI,321-0,20,Physical Biochemistry,Peter E Doan,09:00,09:50,MoWeFr
127036,2015 Spring,2015,Spring,20573,37198,WCAS,BIOL_SCI,322-0,20,Systems and Computational Neuroscience for ISP,Daniel A Dombeck,11:00,12:20,TuTh
127037,2015 Spring,2015,Spring,8693,37167,WCAS,BIOL_SCI,323-0,20,Bioinformatics:  Sequence and Structure Analysis,Ishwar Radhakrishnan,11:00,12:20,MoWe
127038,2015 Spring,2015,Spring,18139,37175,WCAS,BIOL_SCI,324-0,1,Neurobiology of Biological Clocks,Fred W Turek,12:30,13:50,TuTh
127039,2015 Spring,2015,Spring,1407,37161,WCAS,BIOL_SCI,326-0,01,Neurobiology of Learning and Memory,Catherine S Woolley,14:00,15:20,TuTh
125341,2015 Spring,2015,Spring,16731,38293,UC,BIOL_SCI,327-CN,62,Biology of Aging,John P Savaryn,18:15,21:15,Mo
125342,2015 Spring,2015,Spring,18466,38294,UC,BIOL_SCI,328-CN,16,Microbiology,Dorina Veliceasa,18:15,21:15,Th
127040,2015 Spring,2015,Spring,17298,37170,WCAS,BIOL_SCI,331-0,20,Medicinal Plants,Christina T Russin,15:30,16:50,MoWe
127041,2015 Spring,2015,Spring,17299,37172,WCAS,BIOL_SCI,332-0,21,Conservation Genetics,Jeremie B Fant,15:30,17:20,We
127042,2015 Spring,2015,Spring,1410,37162,WCAS,BIOL_SCI,342-0,20,Evolutionary Processes,Joseph S Walsh,14:00,15:20,MoWe
127043,2015 Spring,2015,Spring,1412,37163,WCAS,BIOL_SCI,344-0,20,Anatomy of Vertebrates,Olivier Cedric Rieppel,13:00,15:45,TuTh
127044,2015 Spring,2015,Spring,15153,37168,WCAS,BIOL_SCI,347-0,20,Conservation Biology,Joseph S Walsh,09:30,10:50,TuTh
127045,2015 Spring,2015,Spring,16492,37169,WCAS,BIOL_SCI,349-0,20,Plant Community Ecology,Daniel J Larkin,12:30,13:50,TuTh
127047,2015 Spring,2015,Spring,1416,37165,WCAS,BIOL_SCI,355-0,2,Immunobiology,Nicole Liadis,11:00,11:50,MoWeFr
127046,2015 Spring,2015,Spring,1416,37164,WCAS,BIOL_SCI,355-0,1,Immunobiology,Nicole Liadis,09:00,09:50,MoWeFr
125343,2015 Spring,2015,Spring,15644,38295,UC,BIOL_SCI,355-CN,16,Immunobiology,Steven J Anderson,18:15,21:15,Th
127048,2015 Spring,2015,Spring,21014,37199,WCAS,BIOL_SCI,392-0,20,Developmental Genetics Laboratory,Robert A Holmgren,13:00,13:50,TuTh
127049,2015 Spring,2015,Spring,21481,38215,WCAS,BIOL_SCI,393-0,1,Genetic Analysis,Erik Christian Andersen,14:00,14:50,MoWeFr
128639,2015 Spring,2015,Spring,1430,39045,WCAS,BIOL_SCI,398-0,153,Tutorial in Biology,Daniel J Larkin,,,
127054,2015 Spring,2015,Spring,1430,37479,WCAS,BIOL_SCI,398-0,70,Tutorial in Biology,John F Marko,,,
127053,2015 Spring,2015,Spring,1430,37424,WCAS,BIOL_SCI,398-0,130,Tutorial in Biology,Alice Wyrwicz,,,
127052,2015 Spring,2015,Spring,1430,37423,WCAS,BIOL_SCI,398-0,127,Tutorial in Biology,Gayle E Woloschak,,,
127051,2015 Spring,2015,Spring,1430,37485,WCAS,BIOL_SCI,398-0,121,Tutorial in Biology,Anis Contractor,,,
127050,2015 Spring,2015,Spring,1430,37484,WCAS,BIOL_SCI,398-0,107,Tutorial in Biology,Amy C Rosenzweig,,,
128638,2015 Spring,2015,Spring,1430,39041,WCAS,BIOL_SCI,398-0,152,Tutorial in Biology,Olga Volpert,,,
128520,2015 Spring,2015,Spring,21382,38913,UC,BUS_ANLY,201-1,47,Intro to Business Analytics,Joanna Janczurewicz,10:00,12:00,Sa
128521,2015 Spring,2015,Spring,21384,38914,UC,BUS_ANLY,202-1,47,Modeling Methods,Joanna Janczurewicz,10:00,12:00,Sa
128522,2015 Spring,2015,Spring,21482,38896,UC,BUS_DM,501-0,14,Business Analytics for Decision Makers,Jeffrey D Strauss,09:00,17:00,WeThFr
125344,2015 Spring,2015,Spring,5837,38296,UC,BUS_LAW,201-CN,14,Business Law I: Contracts and Agency,Russell W Hartigan,18:15,21:15,Tu
127076,2015 Spring,2015,Spring,1459,36938,WCAS,CHEM,103-0,01,General Physical Chemistry,Danna E Freedman,09:00,09:50,MoTuWeTh
127077,2015 Spring,2015,Spring,1459,36939,WCAS,CHEM,103-0,02,General Physical Chemistry,Danna E Freedman,10:00,10:50,MoTuWeTh
125345,2015 Spring,2015,Spring,16424,38297,UC,CHEM,103-CN,65,General Physical Chemistry,Derek Ward Nelson,18:15,21:15,We
128695,2015 Spring,2015,Spring,15068,39124,WCAS,CHEM,103-GW,02,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,19:00,21:00,Mo
128696,2015 Spring,2015,Spring,15068,39125,WCAS,CHEM,103-GW,03,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,We
128697,2015 Spring,2015,Spring,15068,39126,WCAS,CHEM,103-GW,04,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,11:00,13:00,Tu
128698,2015 Spring,2015,Spring,15068,39127,WCAS,CHEM,103-GW,05,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,17:00,19:00,Th
128699,2015 Spring,2015,Spring,15068,39128,WCAS,CHEM,103-GW,06,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,15:00,17:00,Su
128700,2015 Spring,2015,Spring,15068,39129,WCAS,CHEM,103-GW,07,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,11:00,13:00,Mo
128703,2015 Spring,2015,Spring,15068,39132,WCAS,CHEM,103-GW,10,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,13:00,15:00,Mo
128694,2015 Spring,2015,Spring,15068,39123,WCAS,CHEM,103-GW,01,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,17:00,19:00,Su
128736,2015 Spring,2015,Spring,15068,39188,WCAS,CHEM,103-GW,11,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,18:00,20:00,We
128701,2015 Spring,2015,Spring,15068,39130,WCAS,CHEM,103-GW,08,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,15:00,17:00,We
128702,2015 Spring,2015,Spring,15068,39131,WCAS,CHEM,103-GW,09,GSW Chemistry 103-0 Advanced Conceptual Workshop,Andrew Michael French,15:00,17:00,Mo
127079,2015 Spring,2015,Spring,20451,37075,WCAS,CHEM,123-0,02,General Physical Chemistry Laboratory,Shelby Hatch,10:00,10:50,Fr
127078,2015 Spring,2015,Spring,20451,37074,WCAS,CHEM,123-0,01,General Physical Chemistry Laboratory,Shelby Hatch,09:00,09:50,Fr
125346,2015 Spring,2015,Spring,20455,38298,UC,CHEM,123-CN,100,General Physical Chemistry Laboratory,Lewin T Wint,09:00,13:00,Sa
127080,2015 Spring,2015,Spring,1469,36940,WCAS,CHEM,210-3,01,Organic Chemistry,Larry S Trzupek,09:00,09:50,MoTuWeTh
127081,2015 Spring,2015,Spring,1469,36941,WCAS,CHEM,210-3,02,Organic Chemistry,Larry S Trzupek,10:00,10:50,MoTuWeTh
125347,2015 Spring,2015,Spring,6109,38299,UC,CHEM,210-C,65,Organic Chemistry III,Edward A Hall,18:15,21:15,We
128708,2015 Spring,2015,Spring,16469,39148,WCAS,CHEM,210-GW-3,05,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,19:00,21:00,We
128705,2015 Spring,2015,Spring,16469,39145,WCAS,CHEM,210-GW-3,02,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,13:00,15:00,Fr
128704,2015 Spring,2015,Spring,16469,39144,WCAS,CHEM,210-GW-3,01,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,15:00,17:00,Mo
128707,2015 Spring,2015,Spring,16469,39147,WCAS,CHEM,210-GW-3,04,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,11:00,13:00,We
128710,2015 Spring,2015,Spring,16469,39150,WCAS,CHEM,210-GW-3,07,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,15:00,17:00,Tu
128715,2015 Spring,2015,Spring,16469,39155,WCAS,CHEM,210-GW-3,12,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,Tu
128711,2015 Spring,2015,Spring,16469,39151,WCAS,CHEM,210-GW-3,08,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,Mo
128712,2015 Spring,2015,Spring,16469,39152,WCAS,CHEM,210-GW-3,09,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,18:00,20:00,Mo
128709,2015 Spring,2015,Spring,16469,39149,WCAS,CHEM,210-GW-3,06,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,We
128713,2015 Spring,2015,Spring,16469,39153,WCAS,CHEM,210-GW-3,10,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,17:00,19:00,Th
128714,2015 Spring,2015,Spring,16469,39154,WCAS,CHEM,210-GW-3,11,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,18:00,20:00,Tu
128716,2015 Spring,2015,Spring,16469,39156,WCAS,CHEM,210-GW-3,13,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,12:00,14:00,Fr
128717,2015 Spring,2015,Spring,16469,39160,WCAS,CHEM,210-GW-3,14,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,16:00,18:00,Su
128718,2015 Spring,2015,Spring,16469,39161,WCAS,CHEM,210-GW-3,15,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,18:00,20:00,Su
128706,2015 Spring,2015,Spring,16469,39146,WCAS,CHEM,210-GW-3,03,GSW Chemistry 210-3 Advanced Conceptual Workshop,Andrew Michael French,19:00,21:00,Mo
127082,2015 Spring,2015,Spring,1472,36942,WCAS,CHEM,212-3,20,Organic Chemistry,Richard Bruce Silverman,09:00,09:50,MoTuWeThFr
127083,2015 Spring,2015,Spring,18127,37067,WCAS,CHEM,220-0,20,Introductory Instrumental  Analysis,Frederick J Northrup,10:00,10:50,MoWeFr
127085,2015 Spring,2015,Spring,20605,37083,WCAS,CHEM,230-3,02,Organic Chemistry Lab II,Derek Ward Nelson,10:00,10:50,Fr
127084,2015 Spring,2015,Spring,20605,37082,WCAS,CHEM,230-3,01,Organic Chemistry Lab II,Derek Ward Nelson,09:00,09:50,Fr
128615,2015 Spring,2015,Spring,20457,38996,UC,CHEM,230-C,100,Organic Chemistry III Laboratory,Derek Ward Nelson,09:00,14:00,Sa
125348,2015 Spring,2015,Spring,20688,38300,UC,CHEM,230-C,100,Organic Chemistry Lab II,Derek Ward Nelson,09:00,13:00,Sa
127086,2015 Spring,2015,Spring,17319,37061,WCAS,CHEM,306-0,03,Environmental Chemistry,Franz M Geiger,09:30,10:50,TuTh
127087,2015 Spring,2015,Spring,16886,37060,WCAS,CHEM,307-0,03,Materials and Nanochemistry,Samuel Isaac Stupp,14:00,15:20,TuTh
127088,2015 Spring,2015,Spring,18020,37066,WCAS,CHEM,314-0,20,Bioorganic Chemistry,Alexander Vladimirovich Statsyuk,09:00,09:50,MoWeFr
127089,2015 Spring,2015,Spring,1487,36945,WCAS,CHEM,316-0,01,Medicinal Chemistry: the Organic Chemistry of Drug Design and Action,Richard Bruce Silverman,11:00,12:20,TuTh
127090,2015 Spring,2015,Spring,1479,36943,WCAS,CHEM,342-3,01,Kinetics and Statistical Thermodynamics,Toru Shiozaki,11:00,11:50,MoWeThFr
127091,2015 Spring,2015,Spring,1482,36944,WCAS,CHEM,348-0,20,Physical Chemistry for ISP,Richard P Van Duyne,13:00,13:50,MoTuWeThFr
127092,2015 Spring,2015,Spring,17796,37063,WCAS,CHEM,350-3,20,Advanced Laboratory 3,Frederick J Northrup,09:00,09:50,MoWeFr
127093,2015 Spring,2015,Spring,15486,37059,WCAS,CHEM,393-0,1,Green Chemistry,Keith R Hermann,09:30,10:50,TuTh
127096,2015 Spring,2015,Spring,1488,36948,WCAS,CHEM,398-0,24,Undergraduate Seminar,Owen P Priest,,,
127095,2015 Spring,2015,Spring,1488,36947,WCAS,CHEM,398-0,22,Undergraduate Seminar,Frederick J Northrup,,,
127097,2015 Spring,2015,Spring,1488,36949,WCAS,CHEM,398-0,26,Undergraduate Seminar,Thomas J Meade,,,
127094,2015 Spring,2015,Spring,1488,36946,WCAS,CHEM,398-0,20,Undergraduate Seminar,Shelby Hatch,,,
127098,2015 Spring,2015,Spring,17380,37062,WCAS,CHEM,406-0,03,Environmental Chemistry,Franz M Geiger,09:30,10:50,TuTh
127099,2015 Spring,2015,Spring,16886,37488,WCAS,CHEM,407-0,03,Materials and Nanochemistry,Samuel Isaac Stupp,14:00,15:20,TuTh
127102,2015 Spring,2015,Spring,1495,36992,WCAS,CHEM,415-0,24,Advanced Organic Chemistry,Richard Bruce Silverman,11:00,12:20,TuTh
127100,2015 Spring,2015,Spring,1495,36990,WCAS,CHEM,415-0,22,Advanced Organic Chemistry,James F Stoddart,08:00,09:20,TuTh
128617,2015 Spring,2015,Spring,1495,39000,WCAS,CHEM,415-0,25,Advanced Organic Chemistry,Andrew Wayne Ott,11:00,11:50,MoWeFr
127101,2015 Spring,2015,Spring,1495,36991,WCAS,CHEM,415-0,23,Advanced Organic Chemistry,Alexander Vladimirovich Statsyuk,09:00,09:50,MoWeFr
127103,2015 Spring,2015,Spring,1505,36993,WCAS,CHEM,444-0,01,Elementary Statistical Mechanics,Elad Harel,09:30,10:50,TuTh
127104,2015 Spring,2015,Spring,1506,36994,WCAS,CHEM,445-0,40,Advanced Physical & Analytical Chemistry,Lin X Chen,11:00,12:20,TuTh
127105,2015 Spring,2015,Spring,15062,37058,WCAS,CHEM,448-0,01,Computational Chemistry,Tamar Seideman,11:00,11:50,MoWeFr
127106,2015 Spring,2015,Spring,1509,36995,WCAS,CHEM,460-0,20,Seminar in Organic Chemistry,Richard Bruce Silverman,11:00,11:50,Th
127107,2015 Spring,2015,Spring,1510,36996,WCAS,CHEM,461-0,20,Seminar in Physical Chemistry,Richard P Van Duyne,14:30,15:20,Fr
127108,2015 Spring,2015,Spring,1511,36997,WCAS,CHEM,463-0,20,Seminar in Inorganic Chemistry,Thomas V O'Halloran,13:00,13:50,Fr
127109,2015 Spring,2015,Spring,1513,37011,WCAS,CHEM,570-0,20,Research Seminar in Analytical Chemistry,Richard P Van Duyne,,,
127110,2015 Spring,2015,Spring,1514,37012,WCAS,CHEM,571-0,20,Research Seminar in Biological Chemistry,Thomas V O'Halloran,,,
127111,2015 Spring,2015,Spring,1515,37013,WCAS,CHEM,573-0,20,Research Seminar in Chemical Physics & Theoretical Chemistry,Tamar Seideman,,,
127112,2015 Spring,2015,Spring,1516,37014,WCAS,CHEM,575-0,20,Research Seminar in Organometallic & Coordination Chemistry,Teri Wang Odom,,,
127113,2015 Spring,2015,Spring,1517,37015,WCAS,CHEM,576-0,20,Research Seminar in Physical Organic Chm,Regan James Thomson,,,
127114,2015 Spring,2015,Spring,1518,37016,WCAS,CHEM,577-0,20,Research Seminar in Solid State Chem,Merkouri G Kanatzidis,,,
127115,2015 Spring,2015,Spring,1519,37017,WCAS,CHEM,578-0,20,Research Seminar in Synthetic Organic,Regan James Thomson,,,
127116,2015 Spring,2015,Spring,2333,33485,WCAS,CHINESE,111-3,21,Chinese I,Jingjing Ji,10:00,10:50,MoTuWeThFr
127119,2015 Spring,2015,Spring,2333,33487,WCAS,CHINESE,111-3,24,Chinese I,Jingjing Ji,13:00,13:50,MoTuWeThFr
127118,2015 Spring,2015,Spring,2333,33521,WCAS,CHINESE,111-3,23,Chinese I,Jingjing Ji,12:00,12:50,MoTuWeThFr
127117,2015 Spring,2015,Spring,2333,33486,WCAS,CHINESE,111-3,22,Chinese I,Hsiu-ling Robertson,11:00,11:50,MoTuWeThFr
125349,2015 Spring,2015,Spring,19658,38301,UC,CHINESE,111-C,62,Chinese I,Chyi Chung,18:15,21:15,Mo
127121,2015 Spring,2015,Spring,19094,33488,WCAS,CHINESE,115-3,22,Chinese I - Accelerated,Jili Sun,11:00,11:50,MoTuThFr
127120,2015 Spring,2015,Spring,19094,33513,WCAS,CHINESE,115-3,21,Chinese I - Accelerated,Jili Sun,10:00,10:50,MoTuThFr
127123,2015 Spring,2015,Spring,2336,35601,WCAS,CHINESE,121-3,23,Chinese II,Li-Cheng Gu,12:00,12:50,MoTuWeThFr
127124,2015 Spring,2015,Spring,2336,33500,WCAS,CHINESE,121-3,24,Chinese II,Hong Shao,13:00,13:50,MoTuWeThFr
127122,2015 Spring,2015,Spring,2336,33499,WCAS,CHINESE,121-3,21,Chinese II,Jingjing Ji,10:00,10:50,MoTuWeThFr
127126,2015 Spring,2015,Spring,19097,33503,WCAS,CHINESE,125-3,22,Chinese II - Accelerated,Jingjing Ji,12:00,12:50,MoTuThFr
127125,2015 Spring,2015,Spring,19097,33502,WCAS,CHINESE,125-3,21,Chinese II - Accelerated,Jingjing Ji,11:00,11:50,MoTuThFr
127127,2015 Spring,2015,Spring,2367,33489,WCAS,CHINESE,211-3,20,Chinese III,Hong Jiang,10:00,10:50,MoTuThFr
127128,2015 Spring,2015,Spring,2367,33490,WCAS,CHINESE,211-3,21,Chinese III,Hong Jiang,11:00,11:50,MoTuThFr
127129,2015 Spring,2015,Spring,21477,36782,WCAS,CHINESE,214-0,20,Chinese III: Chinese in Business Practice,Jingjing Ji,13:00,13:50,MoTuThFr
127130,2015 Spring,2015,Spring,19100,33491,WCAS,CHINESE,215-3,20,Chinese III - Accelerated: Globalization & Popular Culture,Hsiu-ling Robertson,14:00,14:50,MoTuThFr
127131,2015 Spring,2015,Spring,15071,35605,WCAS,CHINESE,311-3,21,Chinese IV: Formal Reading,Hong Shao,15:30,16:50,TuTh
127132,2015 Spring,2015,Spring,19103,33492,WCAS,CHINESE,315-3,20,Chinese IV  - Accelerated: Media & Society,Li-Cheng Gu,15:30,16:50,TuTh
127135,2015 Spring,2015,Spring,19113,33506,WCAS,CHINESE,410-0,22,Advanced Study,Hong Jiang,,,
127133,2015 Spring,2015,Spring,19113,33518,WCAS,CHINESE,410-0,20,Advanced Study,Hsiu-ling Robertson,,,
127141,2015 Spring,2015,Spring,19113,33520,WCAS,CHINESE,410-0,28,Advanced Study,Chin-Hung Chang,,,
127140,2015 Spring,2015,Spring,19113,33519,WCAS,CHINESE,410-0,27,Advanced Study,Qiuyu Wang,,,
127139,2015 Spring,2015,Spring,19113,33511,WCAS,CHINESE,410-0,26,Advanced Study,Jili Sun,,,
127138,2015 Spring,2015,Spring,19113,33510,WCAS,CHINESE,410-0,25,Advanced Study,Hong Shao,,,
127137,2015 Spring,2015,Spring,19113,33509,WCAS,CHINESE,410-0,24,Advanced Study,Jingjing Ji,,,
127136,2015 Spring,2015,Spring,19113,33507,WCAS,CHINESE,410-0,23,Advanced Study,Wen-pin Hsieh,,,
127134,2015 Spring,2015,Spring,19113,33505,WCAS,CHINESE,410-0,21,Advanced Study,Li-Cheng Gu,,,
125350,2015 Spring,2015,Spring,17270,38302,UC,CIS,365-CN,17,Enterprise Software Development,Faisal O Akkawi,09:00,12:00,Sa
125351,2015 Spring,2015,Spring,18324,38303,UC,CIS,370-CN,12,System Analysis and Design,Jacqueline Ann Bird,18:15,21:15,Mo
125352,2015 Spring,2015,Spring,6864,38304,UC,CIS,395-CN,12,Topics in Information Systems:,,,,
125353,2015 Spring,2015,Spring,17771,38783,UC,CIS,413-DL,55,Telecommunications Networks,Jorge Barrera,19:00,21:30,Mo
125354,2015 Spring,2015,Spring,17526,38784,UC,CIS,417-DL,55,Database Systems Design & Implementation,Faisal O Akkawi,19:00,21:30,Mo
125355,2015 Spring,2015,Spring,17526,38785,UC,CIS,417-DL,56,Database Systems Design & Implementation,Faisal O Akkawi,19:00,21:30,Tu
125356,2015 Spring,2015,Spring,17526,38786,UC,CIS,417-DL,57,Database Systems Design & Implementation,Faisal O Akkawi,19:00,21:30,We
125357,2015 Spring,2015,Spring,17526,38787,UC,CIS,417-DL,58,Database Systems Design & Implementation,Faisal O Akkawi,19:00,21:30,Th
125358,2015 Spring,2015,Spring,19171,38788,UC,CIS,419-DL,55,Web Application Development,Atef J Bader,19:00,21:30,Th
125359,2015 Spring,2015,Spring,18251,38789,UC,CIS,435-DL,55,Practical Data Science Using Machine Learning,Shaddy Abado,19:00,21:30,Tu
128743,2015 Spring,2015,Spring,18251,39213,UC,CIS,435-DL,56,Practical Data Science Using Machine Learning,Sunilkumar N Kakade,19:00,21:30,Th
128673,2015 Spring,2015,Spring,21007,39110,UC,CIS,436-DL,56,Big Data Management and Analytics,Sunilkumar N Kakade,19:00,21:30,Tu
125360,2015 Spring,2015,Spring,21007,38790,UC,CIS,436-DL,55,Big Data Management and Analytics,Sunilkumar N Kakade,19:00,21:30,Mo
125361,2015 Spring,2015,Spring,19173,38791,UC,CIS,455-DL,55,Disaster Recovery and Continuity,Charles Pak,19:00,21:30,Th
125362,2015 Spring,2015,Spring,19175,38792,UC,CIS,457-0,50,Management of Information Security,John L Sands,18:00,21:00,We
125363,2015 Spring,2015,Spring,19176,38793,UC,CIS,460-DL,55,Information Technology Management,Jeffrey M Gott,19:00,21:30,Mo
125364,2015 Spring,2015,Spring,18630,38794,UC,CIS,465-0,50,Information Technology Strategy,Gunther E Branham,09:00,12:00,Sa
125365,2015 Spring,2015,Spring,21091,38795,UC,CIS,495-0,50,IT Project Management,Christopher W Hield,18:00,21:00,Mo
125366,2015 Spring,2015,Spring,17759,38796,UC,CIS,498-0,50,Computer Information Systems Project II,William G Sunna,18:00,21:00,Tu
127142,2015 Spring,2015,Spring,1539,33632,WCAS,CLASSICS,101-6,20,First-Year Seminar,Robert W Wallace,11:00,12:20,TuTh
127143,2015 Spring,2015,Spring,1540,33627,WCAS,CLASSICS,110-0,20,A Study of Scientific Vocabulary Through Classical Roots,Graziela Marieta Byros,15:30,16:50,MoWe
127144,2015 Spring,2015,Spring,1543,33620,WCAS,CLASSICS,212-0,01,Rome: Culture and Empire,John P F Wynne,11:00,12:20,TuTh
125367,2015 Spring,2015,Spring,6129,38305,UC,CLASSICS,260-CN,17,Classical Mythology,Edith Pennoyer Livermore,09:00,16:00,Sa
127145,2015 Spring,2015,Spring,16518,33629,WCAS,CLASSICS,320-0,20,Greek and Roman History,Robert W Wallace,15:30,16:50,TuTh
127146,2015 Spring,2015,Spring,18398,33640,WCAS,CLASSICS,400-0,20,Classics and Reception,Taco Tjitte Terpstra,12:00,13:50,Fr
128506,2015 Spring,2015,Spring,18221,38869,UC,CLIN_RES,400-0,50,Essentials of Initiating Clinical Research,Kelly A Carroll,19:00,21:30,Th
128590,2015 Spring,2015,Spring,20753,38957,UC,CRT_INT,203-0,42,Internal Audit Knowledge Elements,Joanna Janczurewicz,18:00,21:00,Mo
125373,2015 Spring,2015,Spring,17630,38600,UC,DIV_MED,201-0,42,Divorce Mediation,Joanna Janczurewicz,08:30,17:30,MoTuWeThFr
127224,2015 Spring,2015,Spring,1645,36329,WCAS,ECON,101-6,20,First-Year Seminar,Kiminori Matsuyama,09:30,10:50,MoWe
127225,2015 Spring,2015,Spring,1646,36330,WCAS,ECON,201-0,50,Introduction to Macroeconomics,Mark P Witte,10:00,10:50,MoWeFr
125374,2015 Spring,2015,Spring,6147,38311,UC,ECON,201-CN,66,Introduction to Economics I: Macroeconomics,Mark P Witte,18:15,21:15,Th
127226,2015 Spring,2015,Spring,1647,36341,WCAS,ECON,202-0,50,Introduction to Microeconomics,Laura Lynne Kiesling,15:30,16:50,TuTh
